,time,SOC,load,cost,newEVs
2023-01-01 00:00:00+00:00,0,0.0625,0.1,4.456467,0
2023-01-01 00:15:00+00:00,1,0.125,0.1,4.7420225,0
2023-01-01 00:30:00+00:00,2,0.1875,0.1,4.744373250000001,0
2023-01-01 00:45:00+00:00,3,0.25,0.1,4.691955500000001,0
2023-01-01 01:00:00+00:00,4,0.3125,0.1,4.4778037500000005,0
2023-01-01 01:15:00+00:00,5,0.375,0.1,4.4892325,0
2023-01-01 01:30:00+00:00,6,0.4375,0.1,4.3327995,0
2023-01-01 01:45:00+00:00,7,0.5,0.1,4.23076675,0
2023-01-01 02:00:00+00:00,8,0.5625,0.1,4.1851765,0
2023-01-01 02:15:00+00:00,9,0.625,0.1,4.62783925,0
2023-01-01 02:30:00+00:00,10,0.6875,0.1,4.078013250000001,0
2023-01-01 02:45:00+00:00,11,0.75,0.1,3.7074625,0
2023-01-01 03:00:00+00:00,12,0.8125,0.1,3.3041855,0
2023-01-01 03:15:00+00:00,13,0.875,0.1,3.2744902500000004,0
2023-01-01 03:30:00+00:00,14,0.9375,0.1,2.967941,0
2023-01-01 03:45:00+00:00,15,1.0,0.1,2.9436987500000003,0
2023-01-01 04:00:00+00:00,16,1.0,0.0,0.0,0
2023-01-01 04:15:00+00:00,17,1.0,0.0,0.0,0
2023-01-01 04:30:00+00:00,18,1.0,0.0,0.0,0
2023-01-01 04:45:00+00:00,19,1.0,0.0,0.0,0
2023-01-01 05:00:00+00:00,20,1.0,0.0,0.0,0
2023-01-01 05:15:00+00:00,21,1.0,0.0,0.0,0
2023-01-01 05:30:00+00:00,22,1.0,0.0,0.0,0
2023-01-01 05:45:00+00:00,23,1.0,0.0,0.0,0
2023-01-01 06:00:00+00:00,24,1.0,0.0,0.0,0
2023-01-01 06:15:00+00:00,25,1.0,0.0,0.0,0
2023-01-01 06:30:00+00:00,26,1.0,0.0,0.0,0
2023-01-01 06:45:00+00:00,27,1.0,0.0,0.0,0
2023-01-01 07:00:00+00:00,28,1.0,0.0,0.0,0
2023-01-01 07:15:00+00:00,29,1.0,0.0,0.0,0
2023-01-01 07:30:00+00:00,30,1.0,0.0,0.0,0
2023-01-01 07:45:00+00:00,31,1.0,0.0,0.0,0
2023-01-01 08:00:00+00:00,32,1.0,0.0,0.0,0
2023-01-01 08:15:00+00:00,33,1.0,0.0,0.0,0
2023-01-01 08:30:00+00:00,34,1.0,0.0,0.0,0
2023-01-01 08:45:00+00:00,35,1.0,0.0,0.0,0
2023-01-01 09:00:00+00:00,36,1.0,0.0,0.0,0
2023-01-01 09:15:00+00:00,37,1.0,0.0,0.0,0
2023-01-01 09:30:00+00:00,38,1.0,0.0,0.0,0
2023-01-01 09:45:00+00:00,39,1.0,0.0,0.0,0
2023-01-01 10:00:00+00:00,40,1.0,0.0,0.0,0
2023-01-01 10:15:00+00:00,41,1.0,0.0,0.0,0
2023-01-01 10:30:00+00:00,42,1.0,0.0,0.0,0
2023-01-01 10:45:00+00:00,43,1.0,0.0,0.0,0
2023-01-01 11:00:00+00:00,44,1.0,0.0,0.0,0
2023-01-01 11:15:00+00:00,45,1.0,0.0,0.0,0
2023-01-01 11:30:00+00:00,46,1.0,0.0,0.0,0
2023-01-01 11:45:00+00:00,47,1.0,0.0,0.0,0
2023-01-01 12:00:00+00:00,48,1.0,0.0,0.0,0
2023-01-01 12:15:00+00:00,49,1.0,0.0,0.0,0
2023-01-01 12:30:00+00:00,50,1.0,0.0,0.0,0
2023-01-01 12:45:00+00:00,51,1.0,0.0,0.0,0
2023-01-01 13:00:00+00:00,52,1.0,0.0,0.0,0
2023-01-01 13:15:00+00:00,53,1.0,0.0,0.0,0
2023-01-01 13:30:00+00:00,54,1.0,0.0,0.0,0
2023-01-01 13:45:00+00:00,55,1.0,0.0,0.0,0
2023-01-01 14:00:00+00:00,56,1.0,0.0,0.0,0
2023-01-01 14:15:00+00:00,57,1.0,0.0,0.0,0
2023-01-01 14:30:00+00:00,58,1.0,0.0,0.0,0
2023-01-01 14:45:00+00:00,59,1.0,0.0,0.0,0
2023-01-01 15:00:00+00:00,60,1.0,0.0,0.0,0
2023-01-01 15:15:00+00:00,61,1.0,0.0,0.0,0
2023-01-01 15:30:00+00:00,62,1.0,0.0,0.0,0
2023-01-01 15:45:00+00:00,63,1.0,0.0,0.0,0
2023-01-01 16:00:00+00:00,64,1.0,0.0,0.0,0
2023-01-01 16:15:00+00:00,65,1.0,0.0,0.0,0
2023-01-01 16:30:00+00:00,66,1.0,0.0,0.0,0
2023-01-01 16:45:00+00:00,67,1.0,0.0,0.0,0
2023-01-01 17:00:00+00:00,68,1.0,0.0,0.0,0
2023-01-01 17:15:00+00:00,69,1.0,0.0,0.0,0
2023-01-01 17:30:00+00:00,70,1.0,0.0,0.0,0
2023-01-01 17:45:00+00:00,71,1.0,0.0,0.0,0
2023-01-01 18:00:00+00:00,72,1.0,0.0,0.0,0
2023-01-01 18:15:00+00:00,73,1.0,0.0,0.0,0
2023-01-01 18:30:00+00:00,74,1.0,0.0,0.0,0
2023-01-01 18:45:00+00:00,75,1.0,0.0,0.0,0
2023-01-01 19:00:00+00:00,76,1.0,0.0,0.0,0
2023-01-01 19:15:00+00:00,77,1.0,0.0,0.0,0
2023-01-01 19:30:00+00:00,78,1.0,0.0,0.0,0
2023-01-01 19:45:00+00:00,79,1.0,0.0,0.0,0
2023-01-01 20:00:00+00:00,80,1.0,0.0,0.0,0
2023-01-01 20:15:00+00:00,81,1.0,0.0,0.0,0
2023-01-01 20:30:00+00:00,82,1.0,0.0,0.0,0
2023-01-01 20:45:00+00:00,83,1.0,0.0,0.0,0
2023-01-01 21:00:00+00:00,84,1.0,0.0,0.0,0
2023-01-01 21:15:00+00:00,85,1.0,0.0,0.0,0
2023-01-01 21:30:00+00:00,86,1.0,0.0,0.0,0
2023-01-01 21:45:00+00:00,87,1.0,0.0,0.0,0
2023-01-01 22:00:00+00:00,88,1.0,0.0,0.0,0
2023-01-01 22:15:00+00:00,89,1.0,0.0,0.0,1
2023-01-01 22:30:00+00:00,90,0.9375,0.04753721119725657,2.24656629306438,1
2023-01-01 22:45:00+00:00,91,1.0,0.1,5.732463,1
2023-01-01 23:00:00+00:00,92,1.0,0.0,0.0,1
2023-01-01 23:15:00+00:00,93,1.0,0.0,0.0,1
2023-01-01 23:30:00+00:00,94,1.0,0.0,0.0,1
2023-01-01 23:45:00+00:00,95,1.0,0.0,0.0,1
2023-01-02 00:00:00+00:00,96,1.0,0.0,0.0,1
2023-01-02 00:15:00+00:00,97,1.0,0.0,0.0,1
2023-01-02 00:30:00+00:00,98,1.0,0.0,0.0,1
2023-01-02 00:45:00+00:00,99,1.0,0.0,0.0,1
2023-01-02 01:00:00+00:00,100,1.0,0.0,0.0,1
2023-01-02 01:15:00+00:00,101,1.0,0.0,0.0,1
2023-01-02 01:30:00+00:00,102,1.0,0.0,0.0,1
2023-01-02 01:45:00+00:00,103,1.0,0.0,0.0,1
2023-01-02 02:00:00+00:00,104,1.0,0.0,0.0,1
2023-01-02 02:15:00+00:00,105,1.0,0.0,0.0,1
2023-01-02 02:30:00+00:00,106,1.0,0.0,0.0,2
2023-01-02 02:45:00+00:00,107,0.9510841291686729,0.0,0.0,2
2023-01-02 03:00:00+00:00,108,1.0,0.07826539333012335,3.349214890045635,2
2023-01-02 03:15:00+00:00,109,1.0,0.0,0.0,2
2023-01-02 03:30:00+00:00,110,1.0,0.0,0.0,2
2023-01-02 03:45:00+00:00,111,1.0,0.0,0.0,3
2023-01-02 04:00:00+00:00,112,0.9375,0.012870406577034768,0.48689945028734194,3
2023-01-02 04:15:00+00:00,113,1.0,0.1,3.3285705,3
2023-01-02 04:30:00+00:00,114,1.0,0.0,0.0,3
2023-01-02 04:45:00+00:00,115,1.0,0.0,0.0,3
2023-01-02 05:00:00+00:00,116,1.0,0.0,0.0,3
2023-01-02 05:15:00+00:00,117,1.0,0.0,0.0,4
2023-01-02 05:30:00+00:00,118,0.9375,0.019549559458602414,0.5955329514063515,4
2023-01-02 05:45:00+00:00,119,1.0,0.1,2.9051547500000003,4
2023-01-02 06:00:00+00:00,120,1.0,0.0,0.0,4
2023-01-02 06:15:00+00:00,121,1.0,0.0,0.0,4
2023-01-02 06:30:00+00:00,122,1.0,0.0,0.0,4
2023-01-02 06:45:00+00:00,123,1.0,0.0,0.0,4
2023-01-02 07:00:00+00:00,124,1.0,0.0,0.0,4
2023-01-02 07:15:00+00:00,125,1.0,0.0,0.0,4
2023-01-02 07:30:00+00:00,126,1.0,0.0,0.0,4
2023-01-02 07:45:00+00:00,127,1.0,0.0,0.0,4
2023-01-02 08:00:00+00:00,128,1.0,0.0,0.0,4
2023-01-02 08:15:00+00:00,129,1.0,0.0,0.0,4
2023-01-02 08:30:00+00:00,130,1.0,0.0,0.0,4
2023-01-02 08:45:00+00:00,131,1.0,0.0,0.0,4
2023-01-02 09:00:00+00:00,132,1.0,0.0,0.0,4
2023-01-02 09:15:00+00:00,133,1.0,0.0,0.0,4
2023-01-02 09:30:00+00:00,134,1.0,0.0,0.0,4
2023-01-02 09:45:00+00:00,135,1.0,0.0,0.0,4
2023-01-02 10:00:00+00:00,136,1.0,0.0,0.0,4
2023-01-02 10:15:00+00:00,137,1.0,0.0,0.0,5
2023-01-02 10:30:00+00:00,138,0.9534010256927923,0.0,0.0,5
2023-01-02 10:45:00+00:00,139,1.0,0.07455835889153235,2.5163222450815494,5
2023-01-02 11:00:00+00:00,140,1.0,0.0,0.0,6
2023-01-02 11:15:00+00:00,141,0.9375,0.04999999999999999,1.6831828749999995,6
2023-01-02 11:30:00+00:00,142,0.8961903048814999,0.0,0.0,6
2023-01-02 11:45:00+00:00,143,0.9586903048814999,0.1,3.6915,6
2023-01-02 12:00:00+00:00,144,1.0,0.06609551218960022,1.7025579337450825,6
2023-01-02 12:15:00+00:00,145,1.0,0.0,0.0,6
2023-01-02 12:30:00+00:00,146,1.0,0.0,0.0,6
2023-01-02 12:45:00+00:00,147,1.0,0.0,0.0,7
2023-01-02 13:00:00+00:00,148,0.9375,0.04999999999999999,2.1777262499999996,8
2023-01-02 13:15:00+00:00,149,0.875,0.12343204574881711,4.700190470677213,8
2023-01-02 13:30:00+00:00,150,0.85762582045702,0.0,0.0,8
2023-01-02 13:45:00+00:00,151,0.92012582045702,0.1,2.00775,8
2023-01-02 14:00:00+00:00,152,0.98262582045702,0.1,3.038482,8
2023-01-02 14:15:00+00:00,153,1.0,0.027798687268768066,0.6863644609635724,8
2023-01-02 14:30:00+00:00,154,1.0,0.0,0.0,9
2023-01-02 14:45:00+00:00,155,0.9375,0.01987224139413249,0.40444244024476567,9
2023-01-02 15:00:00+00:00,156,1.0,0.1,2.58373,10
2023-01-02 15:15:00+00:00,157,0.9375,0.04999999999999999,1.2664797499999998,11
2023-01-02 15:30:00+00:00,158,0.875,0.03324465334331145,0.7606955141917833,11
2023-01-02 15:45:00+00:00,159,0.9375,0.1,2.24184825,11
2023-01-02 16:00:00+00:00,160,1.0,0.1,2.411188,11
2023-01-02 16:15:00+00:00,161,1.0,0.0,0.0,11
2023-01-02 16:30:00+00:00,162,1.0,0.0,0.0,11
2023-01-02 16:45:00+00:00,163,1.0,0.0,0.0,11
2023-01-02 17:00:00+00:00,164,1.0,0.0,0.0,12
2023-01-02 17:15:00+00:00,165,0.9375,0.044748211849480746,0.95611278035246,13
2023-01-02 17:30:00+00:00,166,0.875,0.04999999999999999,1.0783239999999996,14
2023-01-02 17:45:00+00:00,167,0.8125,0.04999999999999999,1.0474216249999997,14
2023-01-02 18:00:00+00:00,168,0.875,0.1,2.2733872500000003,15
2023-01-02 18:15:00+00:00,169,0.8125,0.026551996092835234,0.589345848356903,15
2023-01-02 18:30:00+00:00,170,0.875,0.1,2.202365,15
2023-01-02 18:45:00+00:00,171,0.9375,0.1,2.2533475,15
2023-01-02 19:00:00+00:00,172,1.0,0.1,2.1559292500000002,16
2023-01-02 19:15:00+00:00,173,0.9375,0.04999999999999999,1.0646873749999997,16
2023-01-02 19:30:00+00:00,174,0.9125071199024727,0.0,0.0,17
2023-01-02 19:45:00+00:00,175,0.8500071199024727,0.041424054716546116,0.8909184328436676,17
2023-01-02 20:00:00+00:00,176,0.9125071199024727,0.1,2.08017875,17
2023-01-02 20:15:00+00:00,177,0.9750071199024727,0.1,2.1161355,17
2023-01-02 20:30:00+00:00,178,1.0,0.03998860815604371,0.7799062224750332,17
2023-01-02 20:45:00+00:00,179,1.0,0.0,0.0,17
2023-01-02 21:00:00+00:00,180,1.0,0.0,0.0,18
2023-01-02 21:15:00+00:00,181,0.9375,0.04999999999999999,0.8842352499999998,18
2023-01-02 21:30:00+00:00,182,0.9243905570533895,0.0,0.0,20
2023-01-02 21:45:00+00:00,183,0.8618905570533895,0.19652779353437108,6.897949169361728,20
2023-01-02 22:00:00+00:00,184,0.8191955657518575,0.0,0.0,22
2023-01-02 22:15:00+00:00,185,0.7566955657518575,0.14156787834477116,3.796139472537776,22
2023-01-02 22:30:00+00:00,186,0.8191955657518575,0.1,3.51301375,23
2023-01-02 22:45:00+00:00,187,0.7566955657518575,0.04999999999999999,2.1097071249999995,23
2023-01-02 23:00:00+00:00,188,0.7084481910441844,0.0,0.0,23
2023-01-02 23:15:00+00:00,189,0.7709481910441844,0.1,3.6385005,24
2023-01-02 23:30:00+00:00,190,0.7084481910441844,0.04999999999999999,1.8611937499999995,25
2023-01-02 23:45:00+00:00,191,0.6459481910441844,0.029365708212271885,1.1681345426053547,25
2023-01-03 00:00:00+00:00,192,0.7084481910441844,0.1,3.73177875,25
2023-01-03 00:15:00+00:00,193,0.7709481910441844,0.1,3.7441780000000002,26
2023-01-03 00:30:00+00:00,194,0.7084481910441844,0.04999999999999999,1.8473862499999996,26
2023-01-03 00:45:00+00:00,195,0.6950296058294352,0.0,0.0,26
2023-01-03 01:00:00+00:00,196,0.7575296058294352,0.1,3.748542,26
2023-01-03 01:15:00+00:00,197,0.8200296058294352,0.1,3.5761225000000003,26
2023-01-03 01:30:00+00:00,198,0.8825296058294352,0.1,3.6366812500000005,27
2023-01-03 01:45:00+00:00,199,0.8405911035562333,0.0,0.0,28
2023-01-03 02:00:00+00:00,200,0.7780911035562333,0.04999999999999999,1.8088207499999995,28
2023-01-03 02:15:00+00:00,201,0.7349951211245911,0.0,0.0,29
2023-01-03 02:30:00+00:00,202,0.6751887178381107,0.0,0.0,31
2023-01-03 02:45:00+00:00,203,0.6126887178381107,0.11970811520867752,3.6649926333375116,31
2023-01-03 03:00:00+00:00,204,0.5749307484271965,0.0,0.0,31
2023-01-03 03:15:00+00:00,205,0.6374307484271965,0.1,3.08932025,32
2023-01-03 03:30:00+00:00,206,0.5749307484271965,0.028402580053138143,0.8206556982878077,32
2023-01-03 03:45:00+00:00,207,0.6374307484271965,0.1,2.5240690000000003,33
2023-01-03 04:00:00+00:00,208,0.5901952647363284,0.0,0.0,34
2023-01-03 04:15:00+00:00,209,0.5276952647363284,0.04999999999999999,1.5320029999999996,34
2023-01-03 04:30:00+00:00,210,0.5117777335149497,0.0,0.0,35
2023-01-03 04:45:00+00:00,211,0.4492777335149497,0.011751685845195523,0.30732004053215567,36
2023-01-03 05:00:00+00:00,212,0.392113702393884,0.0,0.0,36
2023-01-03 05:15:00+00:00,213,0.454613702393884,0.1,2.91129675,38
2023-01-03 05:30:00+00:00,214,0.392113702393884,0.11459990761327912,3.2815354070328087,38
2023-01-03 05:45:00+00:00,215,0.454613702393884,0.1,2.6584895,39
2023-01-03 06:00:00+00:00,216,0.392113702393884,0.04999999999999999,1.3226457499999997,40
2023-01-03 06:15:00+00:00,217,0.329613702393884,0.10058754221072311,2.6867935885217697,40
2023-01-03 06:30:00+00:00,218,0.392113702393884,0.1,2.61947975,40
2023-01-03 06:45:00+00:00,219,0.454613702393884,0.1,2.57677075,40
2023-01-03 07:00:00+00:00,220,0.517113702393884,0.1,3.2311055000000004,41
2023-01-03 07:15:00+00:00,221,0.454613702393884,0.04999999999999999,1.6052293749999997,41
2023-01-03 07:30:00+00:00,222,0.517113702393884,0.1,3.2304015,41
2023-01-03 07:45:00+00:00,223,0.579613702393884,0.1,3.16251975,41
2023-01-03 08:00:00+00:00,224,0.642113702393884,0.1,2.986196,44
2023-01-03 08:15:00+00:00,225,0.579613702393884,0.2570724650285662,7.66069390437269,44
2023-01-03 08:30:00+00:00,226,0.5565133796904131,0.0,0.0,44
2023-01-03 08:45:00+00:00,227,0.6190133796904131,0.1,3.0160192500000003,45
2023-01-03 09:00:00+00:00,228,0.5565133796904131,0.02952631195678812,0.8498852157326295,45
2023-01-03 09:15:00+00:00,229,0.6190133796904131,0.1,2.8790297500000004,47
2023-01-03 09:30:00+00:00,230,0.5565133796904131,0.12810069044311637,3.8665220659621853,48
2023-01-03 09:45:00+00:00,231,0.49401337969041315,0.05807442574885449,1.7856426797825815,48
2023-01-03 10:00:00+00:00,232,0.5565133796904131,0.1,2.62565025,48
2023-01-03 10:15:00+00:00,233,0.6190133796904131,0.1,2.99464825,48
2023-01-03 10:30:00+00:00,234,0.6815133796904131,0.1,3.181023,48
2023-01-03 10:45:00+00:00,235,0.7440133796904131,0.1,3.2561160000000005,49
2023-01-03 11:00:00+00:00,236,0.6915321133349873,0.0,0.0,49
2023-01-03 11:15:00+00:00,237,0.7540321133349873,0.1,3.2253785,49
2023-01-03 11:30:00+00:00,238,0.8165321133349873,0.1,3.5831805000000005,51
2023-01-03 11:45:00+00:00,239,0.7540321133349873,0.12235886902343138,4.404197367516292,51
2023-01-03 12:00:00+00:00,240,0.7361957158805377,0.0,0.0,51
2023-01-03 12:15:00+00:00,241,0.7986957158805377,0.1,3.4177605,52
2023-01-03 12:30:00+00:00,242,0.7361957158805377,0.00032245743045851427,0.011777981755411402,52
2023-01-03 12:45:00+00:00,243,0.7986957158805377,0.1,3.7661485,53
2023-01-03 13:00:00+00:00,244,0.7361957158805377,0.03203677787519779,2.088065316444835,53
2023-01-03 13:15:00+00:00,245,0.7986957158805377,0.1,3.8983307500000004,53
2023-01-03 13:30:00+00:00,246,0.8611957158805377,0.1,3.49240825,54
2023-01-03 13:45:00+00:00,247,0.7986957158805377,0.04999999999999999,1.4108559999999997,54
2023-01-03 14:00:00+00:00,248,0.8611957158805377,0.1,3.0466080000000004,55
2023-01-03 14:15:00+00:00,249,0.7986957158805377,0.040223880565372266,1.0967003829059225,55
2023-01-03 14:30:00+00:00,250,0.8611957158805377,0.1,2.20572325,56
2023-01-03 14:45:00+00:00,251,0.7986957158805377,0.008517045783220323,0.1477908871521499,56
2023-01-03 15:00:00+00:00,252,0.8611957158805377,0.1,2.3579380000000003,57
2023-01-03 15:15:00+00:00,253,0.7986957158805377,0.022545505144746764,0.5295946485790187,58
2023-01-03 15:30:00+00:00,254,0.7361957158805377,0.033352524705130115,0.7501378033601519,58
2023-01-03 15:45:00+00:00,255,0.7986957158805377,0.1,2.129785,58
2023-01-03 16:00:00+00:00,256,0.8611957158805377,0.1,2.35232675,58
2023-01-03 16:15:00+00:00,257,0.9236957158805377,0.1,2.47522175,58
2023-01-03 16:30:00+00:00,258,0.9861957158805377,0.1,2.37401075,59
2023-01-03 16:45:00+00:00,259,0.9236957158805377,0.04242901664246329,0.9789993867126607,59
2023-01-03 17:00:00+00:00,260,0.9861957158805377,0.1,2.33710475,59
2023-01-03 17:15:00+00:00,261,1.0,0.022086854591139727,0.5183904041555286,62
2023-01-03 17:30:00+00:00,262,0.9375,0.2597844028952113,6.0986044705219316,63
2023-01-03 17:45:00+00:00,263,0.875,0.08000604577925627,1.8691804474803064,63
2023-01-03 18:00:00+00:00,264,0.9375,0.1,2.38618475,64
2023-01-03 18:15:00+00:00,265,0.8818311014551643,0.0,0.0,64
2023-01-03 18:30:00+00:00,266,0.9443311014551643,0.1,2.272882,65
2023-01-03 18:45:00+00:00,267,0.8818311014551643,0.029913112242825113,0.6480965924596817,65
2023-01-03 19:00:00+00:00,268,0.9443311014551643,0.1,2.1636795,65
2023-01-03 19:15:00+00:00,269,1.0,0.08907023767173712,1.815346303553123,65
2023-01-03 19:30:00+00:00,270,1.0,0.0,0.0,66
2023-01-03 19:45:00+00:00,271,0.9443878584380072,0.0,0.0,67
2023-01-03 20:00:00+00:00,272,0.8818878584380072,0.009512087035252262,0.21716208846525337,68
2023-01-03 20:15:00+00:00,273,0.8193878584380072,0.034224093105230696,0.7095398874739363,69
2023-01-03 20:30:00+00:00,274,0.760894629051498,0.0,0.0,70
2023-01-03 20:45:00+00:00,275,0.698394629051498,0.04999999999999999,1.1096727499999997,71
2023-01-03 21:00:00+00:00,276,0.635894629051498,0.0684053385236878,1.312089638756708,71
2023-01-03 21:15:00+00:00,277,0.619257873906382,0.0,0.0,71
2023-01-03 21:30:00+00:00,278,0.681757873906382,0.1,2.245338,71
2023-01-03 21:45:00+00:00,279,0.744257873906382,0.1,2.384318,71
2023-01-03 22:00:00+00:00,280,0.806757873906382,0.1,1.8275647500000003,71
2023-01-03 22:15:00+00:00,281,0.869257873906382,0.1,2.2301680000000004,71
2023-01-03 22:30:00+00:00,282,0.931757873906382,0.1,3.012664,71
2023-01-03 22:45:00+00:00,283,0.994257873906382,0.1,3.6994835000000004,72
2023-01-03 23:00:00+00:00,284,0.931757873906382,0.04999999999999999,1.6253783749999997,73
2023-01-03 23:15:00+00:00,285,0.8758335426197995,0.0,0.0,74
2023-01-03 23:30:00+00:00,286,0.8133335426197995,0.02900352958560229,1.0638381538233534,75
2023-01-03 23:45:00+00:00,287,0.7508335426197995,0.03749132252700782,1.5904896891479368,77
2023-01-04 00:00:00+00:00,288,0.6883335426197995,0.11496636562774662,4.449987306477914,77
2023-01-04 00:15:00+00:00,289,0.7508335426197995,0.1,4.0031105,78
2023-01-04 00:30:00+00:00,290,0.6883335426197995,0.04999999999999999,2.0067429999999997,79
2023-01-04 00:45:00+00:00,291,0.6258335426197995,0.07193229505840851,2.742406340780927,80
2023-01-04 01:00:00+00:00,292,0.5633335426197995,0.04999999999999999,1.7850526249999998,81
2023-01-04 01:15:00+00:00,293,0.5008335426197995,0.08088414688903428,2.7758448381517176,82
2023-01-04 01:30:00+00:00,294,0.4383335426197995,0.0814185203793655,2.7267196815608132,82
2023-01-04 01:45:00+00:00,295,0.5008335426197995,0.1,3.08840725,82
2023-01-04 02:00:00+00:00,296,0.5633335426197995,0.1,3.3086460000000004,82
2023-01-04 02:15:00+00:00,297,0.6258335426197995,0.1,3.0237510000000003,82
2023-01-04 02:30:00+00:00,298,0.6883335426197995,0.1,2.8898305000000004,83
2023-01-04 02:45:00+00:00,299,0.6258335426197995,0.04999999999999999,1.3413266249999996,84
2023-01-04 03:00:00+00:00,300,0.5633335426197995,0.04277464714067891,1.3913035717706927,85
2023-01-04 03:15:00+00:00,301,0.5008335426197995,0.04999999999999999,1.5627982499999997,85
2023-01-04 03:30:00+00:00,302,0.5633335426197995,0.1,2.934711,85
2023-01-04 03:45:00+00:00,303,0.6258335426197995,0.1,2.82000975,85
2023-01-04 04:00:00+00:00,304,0.6883335426197995,0.1,3.035119,85
2023-01-04 04:15:00+00:00,305,0.7508335426197995,0.1,2.8949117500000003,86
2023-01-04 04:30:00+00:00,306,0.6883335426197995,0.04999999999999999,1.3320209999999997,86
2023-01-04 04:45:00+00:00,307,0.6536788985315825,0.0,0.0,87
2023-01-04 05:00:00+00:00,308,0.5911788985315825,0.029094765513143828,0.7789676134124496,88
2023-01-04 05:15:00+00:00,309,0.5286788985315825,0.04999999999999999,1.2939557499999996,88
2023-01-04 05:30:00+00:00,310,0.5050792339504266,0.0,0.0,88
2023-01-04 05:45:00+00:00,311,0.5675792339504266,0.1,2.53753675,89
2023-01-04 06:00:00+00:00,312,0.520180314481345,0.0,0.0,89
2023-01-04 06:15:00+00:00,313,0.582680314481345,0.1,3.1326920000000005,89
2023-01-04 06:30:00+00:00,314,0.645180314481345,0.1,3.0991807500000004,89
2023-01-04 06:45:00+00:00,315,0.707680314481345,0.1,3.06908575,89
2023-01-04 07:00:00+00:00,316,0.770180314481345,0.1,3.0970020000000003,90
2023-01-04 07:15:00+00:00,317,0.7281877678939424,0.0,0.0,90
2023-01-04 07:30:00+00:00,318,0.7906877678939424,0.1,3.076588,90
2023-01-04 07:45:00+00:00,319,0.8531877678939424,0.1,3.07413425,90
2023-01-04 08:00:00+00:00,320,0.9156877678939424,0.1,3.10538075,90
2023-01-04 08:15:00+00:00,321,0.9781877678939424,0.1,3.11735,90
2023-01-04 08:30:00+00:00,322,1.0,0.03489957136969224,1.0928027748913287,90
2023-01-04 08:45:00+00:00,323,1.0,0.0,0.0,90
2023-01-04 09:00:00+00:00,324,1.0,0.0,0.0,90
2023-01-04 09:15:00+00:00,325,1.0,0.0,0.0,91
2023-01-04 09:30:00+00:00,326,0.9375,0.04999999999999999,1.5467179999999998,91
2023-01-04 09:45:00+00:00,327,0.8921586154949194,0.0,0.0,91
2023-01-04 10:00:00+00:00,328,0.9546586154949194,0.1,2.93036525,91
2023-01-04 10:15:00+00:00,329,1.0,0.07254621520812901,2.2014285029060265,91
2023-01-04 10:30:00+00:00,330,1.0,0.0,0.0,92
2023-01-04 10:45:00+00:00,331,0.9587260332137332,0.0,0.0,92
2023-01-04 11:00:00+00:00,332,1.0,0.06603834685802693,2.173952496214293,93
2023-01-04 11:15:00+00:00,333,0.9375,0.03847805671099658,1.3497667492176766,93
2023-01-04 11:30:00+00:00,334,1.0,0.1,3.93931325,93
2023-01-04 11:45:00+00:00,335,1.0,0.0,0.0,93
2023-01-04 12:00:00+00:00,336,1.0,0.0,0.0,93
2023-01-04 12:15:00+00:00,337,1.0,0.0,0.0,93
2023-01-04 12:30:00+00:00,338,1.0,0.0,0.0,93
2023-01-04 12:45:00+00:00,339,1.0,0.0,0.0,93
2023-01-04 13:00:00+00:00,340,1.0,0.0,0.0,93
2023-01-04 13:15:00+00:00,341,1.0,0.0,0.0,93
2023-01-04 13:30:00+00:00,342,1.0,0.0,0.0,93
2023-01-04 13:45:00+00:00,343,1.0,0.0,0.0,93
2023-01-04 14:00:00+00:00,344,1.0,0.0,0.0,93
2023-01-04 14:15:00+00:00,345,1.0,0.0,0.0,93
2023-01-04 14:30:00+00:00,346,1.0,0.0,0.0,93
2023-01-04 14:45:00+00:00,347,1.0,0.0,0.0,93
2023-01-04 15:00:00+00:00,348,1.0,0.0,0.0,93
2023-01-04 15:15:00+00:00,349,1.0,0.0,0.0,93
2023-01-04 15:30:00+00:00,350,1.0,0.0,0.0,93
2023-01-04 15:45:00+00:00,351,1.0,0.0,0.0,93
2023-01-04 16:00:00+00:00,352,1.0,0.0,0.0,93
2023-01-04 16:15:00+00:00,353,1.0,0.0,0.0,93
2023-01-04 16:30:00+00:00,354,1.0,0.0,0.0,93
2023-01-04 16:45:00+00:00,355,1.0,0.0,0.0,93
2023-01-04 17:00:00+00:00,356,1.0,0.0,0.0,93
2023-01-04 17:15:00+00:00,357,1.0,0.0,0.0,93
2023-01-04 17:30:00+00:00,358,1.0,0.0,0.0,93
2023-01-04 17:45:00+00:00,359,1.0,0.0,0.0,93
2023-01-04 18:00:00+00:00,360,1.0,0.0,0.0,93
2023-01-04 18:15:00+00:00,361,1.0,0.0,0.0,93
2023-01-04 18:30:00+00:00,362,1.0,0.0,0.0,93
2023-01-04 18:45:00+00:00,363,1.0,0.0,0.0,93
2023-01-04 19:00:00+00:00,364,1.0,0.0,0.0,93
2023-01-04 19:15:00+00:00,365,1.0,0.0,0.0,93
2023-01-04 19:30:00+00:00,366,1.0,0.0,0.0,93
2023-01-04 19:45:00+00:00,367,1.0,0.0,0.0,93
2023-01-04 20:00:00+00:00,368,1.0,0.0,0.0,93
2023-01-04 20:15:00+00:00,369,1.0,0.0,0.0,93
